,Alas,Indo,Domain
272,"kakhe ne de produk klk lain mlt nge tentu bage ate kite ee,de pilihen te ketekhe pe macik ne yg penting pilihen te sendikhi,",,Story/narrative
273,budaye alas dang khaye Edi main ye gat selebihnya pepemamam,,Culture/Tourism
274,"momen si paling ndah tekhlupeken ielah mace khekhut, khami-khami",,Story/narrative
275,bahan pekhincien sebelum mebahan ni,,Instructions
276,begedi me sedih Kao ne kadang kene sibuk chip ne 10 b kadang,,Story/narrative
277,Pahlawan kapir khoh menjarah kekhine kapir mate me dakhoh be padang hanain bage ni jalin laskar panglime khaje kasi kin,,History
278,"menukhut ku jelas lah nemu, kane da edi bahase sigati guneken kalak, ni dape pe misalne kite laus",,Culture/Tourism
279,nemu ndak kao cekhiteken cakhe atope kebiasaen budaye si kao tandai atope kao nikmati sendah?,,History
280,"Manuk labakh sebuah panganen khang alas, sedangken cendol minumen ne  khang alas",,Culture/Tourism
281,"istighfar lebe, tenang Ken ate, laus me kas sengep, tadingken jeme si Mahan aku mengas",,Story/narrative
282,bue bhn poin ne Kase taboh kami kap nulis nulis ulang aneh aneh petanyaan ne pening kami kap bue su petanyaan ne v Tah Kade kade,,Story/narrative
283,kakhene gukhu si Nemu nikateken favorit kite iye lah si ilah mahan pelajakhen menjadi mudah sekaligus Mahan kite senang khut pelajakhen ne,,
284,selukhuh kalak geluh kekhine go pahe mate,,Story/narrative
285,kae si kao khase ken wakhi nde ni hande bagas nde,,Story/narrative
286,"menukhutmu, kae pelin hal si bahan kandu bede diantakhe kalak lain",,Story/narrative
287,zaman podaksara ni tandai bage mase ni zaman manusie mange nandai tulisen,,Instructions
288,salam paham,,Story/narrative
289,kune nimu ndapetken bahanen/si Kao sangati?,,Instructions
290,tuko bibit kacang pul edi tanem pul edi sikhem khut lawe?,,Instructions
291,Mate sahid ngedi hukum ne ni nikmat allah taale sayyidina ali kele nabi te membunuh kafir beribu jute ne,,History
292,kune cakhe mu bedeken kualitas barang e?,,Instructions
293,Tebe ken lascar baginde lalui bhuwe mate made ni ketahui awak baginde enggo teriket Marwan hakim enggolah dekat,,History
294,kahene ye mecekhok jujukh khut amanah dan mudah ni pecaye,,Story/narrative
295,makane ataupe minumen si ni bagiken teman bante khasene mantap,,Story/narrative
296,kas tempat aku ni mbelin ni kute khang alas,,Story/narrative
297,kaeenele me maley ku inget nae ntah kae nu pokok nehbi hebe,,Story/narrative
298,budaye kami memake pakenen adat alas edime pakenen mesikhat,,Culture/Tourism
299,"petame-tame lot be dana atau sen mu, gat tuko bibit khut pupuk ne gat tanem gat kae nae",,Instructions
300,menukhut ku kae-kae plin yang tekhjadi dengan tahapen pindahen ibu kote negara,,Story/narrative
301,Bage ali akbar pule pe mate ne ni garami kapir made lot jumpe ne tersebut kisah husin bestari wahe enggi ku semangat diri,,History
302,"jektor lebe jume ne, bahan seme ne baru suan page ne, jage perik baru panen",,Instructions
303,tuhu bg kandu dak bue bage ni khimah kite nde go let janda pirang,,Story/narrative
304,"belajakh lebih khajin tule, ulang ikhi ngidah nggeluh kalak",,Story/narrative
305,kakhenne let sifat jengkel ne sifat si dak get ninte ngidah se ee,,Story/narrative
306,"cakhe ku mengatukh jadwa ku, kase dak telewatken ialah ku bahan bebongi jadwal ku kae si ku bahan pagi atau v si ku laluken pagi",,Instructions
307,aku kgut Kao Bagas petemunen sang gelombang sukgaten badan,,Story/narrative
308,kawin kami masa depan kami kune lebih baik ato dak gedi kadNg,,Story/narrative
309,cube sebut ken kae kae plin hal si mahan kamu mekhase hebat ni dunie nde,,Story/narrative
310,hal-hsl kae si ngo kau lakuken si mekhe kau hayak kepuasen,,Story/narrative
311,pecaye dikhi ulang ge Ken cekhokh Kalak lain si malet penting bagi dikhi kete,,Story/narrative
312,bahan notifikasine kune kase de khoh pesan pentinge nogop gat kite ato,,Culture/Tourism
313,aku menemuken hal- hal si ku gakhami dengan bekhusahe yakin aku pasti Nemu dapetken si ku gakhami,,Instructions
314,usahe kalak petani nde ndak wayang mbue ne modal ne,,Culture/Tourism
315,kane iye nangat  me kite,karena diya suka kepada kita dan dia menyukai kita,Story/narrative
316,cekhite ato pe kisah si Nemu ku cekhiteken me Kalak lain yaitu aku sangat ni manje ni keluarge ku malet penah mebahan payah-payah,,Story/narrative
317,gambakhen bentuk hibukhen ato pe aktivitas hibukhen tradisional si ni nikmati Bagas budaya ku yaitu kibt,,Culture/Tourism
318,kakhene Kalak di membentuk sebuah tim yang sangat kuat jadi sulit untuk ni takluken,,Story/narrative
319,hubungen khut pasangen kakhene imbang muncul ketike lot butuhne sedangken pasangen senakhen lot untuk kite,,Story/narrative
320,malet pot su Mechok khut iye te dak tandaii,,Instructions
321,jumpe Ende ku yayi Ken lagu si firkh ku janji Ken bamu dape v,,Story/narrative
322,Askar khaje hendak bage ken lebah ni pancung zulpaqar setengah rebah dul zabarut maju sangat lah cepat bertimbun bang ke segale tempat.,,History
323,apalikasi ende menyukhuh kite manjawab pertanyaan ne khut bahasa daekhah kite setelah di nhan khe ne saldo bentuk sen atau v plsa,,Story/narrative
324,saat aku tekhlambat khoh sekolah tekhus aku menangani se dengan tenang dan hal positif,,Story/narrative
325,ni kampus kami jumpe de adi kami khut khut kuliah,,Story/narrative
326,penting lah Kase lot gosipen ni kumah Kase lot crite khut imbang,,Story/narrative
327,kae naleme sungguh sungguh lah te dak gdi da kae kin ne gedi di iye pasti ngat,,Instructions
328,ketekhe cakhe kenin mengatur waktu ketike let sebuah bisnis,bagaimana cara kalian mengatur waktu ketika ada sebuah bisnis ,Instructions
329,kedue okhang tue ku si paling ku sayangi khut ku cintai untuk selamene,,Story/narrative
330,nde ndak khut khamah kite khut jeme si kite cintai malet kite pot kawin pe,,Culture/Tourism
331,"sistem meagame ni kutecane nde masyakhakatne taat, budaye Alas malot metentangen khut adat-istiadat kami",,Culture/Tourism
332,ape ku pameh aku pecaye su bahan ne yah gan ane mau jual cekhok alas da ni ande yoh,,Story/narrative
333,Kekhajinen ni kas ku nde si paling bue ielah piso edi dak wayang bue bue ni daekhah ku nde plin-plin ni perjual belin ken ni hande,,Culture/Tourism
334,dampak ganti budaye ni era globalisasi jaman sendah ni bages Indonesia Edi ni bahan kalak luar negeri,,History
335,Ende me racun membunuh aku Tading me adinde nyawe badanku Perintah goroh mempersilaken Made lah dapet adinde larang ken,,History
336,khajin belajakh dan ulang penah bosan untuk menggapai cita-cita,,Story/narrative
337,yaedi dapet dengan cakhe nelengi bahan si ni pake Mahan produk bakhang e kelembuten,,Instructions
338,aku laus me deleng dage hut imbang ku gat ku idah nipe,,Story/narrative
339,"khecok khayak jeme sempit khangat tule, kalak nde jualse pe kalak metue oyuk kalak lajang",,Story/narrative
340,imbang bagiku ialah jeme si mampu memahamiku,,Story/narrative
341,se aku lakukan untuk mengisi waktu senggang ku lukah aku belajar atau pe megeken musik khut main medsos,,Story/narrative
342,ulang terpengaruh bahasa Kalak luakh ulang ikutin bahasan Kalak lain,,Culture/Tourism
343,malot mende tingkah lakune kae ai geti senakhenahen mahan mesui ate,,Story/narrative
344,"kesenien ende biasene nisenandungken ni acara-acara adat misal tepung tawakh, penyambuten, dan perkawinen",,Instructions
345,kalak lain,,Story/narrative
346,"penuko ku si paling penting salah satu ne nukoken emas me mek ku,sebab senang ate ku ngidah side senang makek bakhang si ku tuko Ken bande eee",,Story/narrative
347,kune menukhut mu tentang hak bekhu ni bagas khumah tangge ne,,Story/narrative
348,mantap khayak abak anaku ne adi mantao ne pokok nenwbakuah ahsv hahabshaha ajaja,,Story/narrative
349,"aku mepikekh aku sukses kedepan ne sebab aku NGO berjuang dakhi tendah akhi untuk mencapai tujuen ku eee dengan maksimal,wajakh lah lot pikekhen ku untuk sukses ni wakhi kedepan nde",,Story/narrative
350,pekhang dapat mengubah pola pikhekh masyarakat bahwe perdamain abadi mekhupaken hal yang sangat penting,,History
351,jinto Honda gakhami dalan si malet bue jemene atau si Ndak macet,,Story/narrative
352,"untuk meningkatken cakhe kerja sama bi sebuah perusahaan ato pe ni sebuah organisasi, kite hakhus mempunyai khase kekompaken khut khase menghargai satu same lain, supaye kae si ni hakhapken tekhjadi khut hasil si baikne",,Story/narrative
353,care mempelajari sesuatu edi me kite tanya khut jeme,,Instructions
354,cube jelasken kune cakhe mu menentuken prioritas bagas geluh mu,,Story/narrative
355,melakukan hal hal si gokil tekhus masuk Ken ni media sosial,,Story/narrative
356,lingkunganne khalak si bayak khut penggune nakhoba,,Story/narrative
357,Wahe nenekku Rasul utame cinte de patik enggo lah lame ateku suke bukan ke palang ni pandang dauh suci kelihaten,,History
358,eno t Edi maso tanyak jelaslah taboh kukap bage ni sukhge kukap,,Culture/Tourism
359,Mege ken Kate anjing celake Lalu ni pancung ne dengen ketike Kude ni pacu ken ni tengah padang Tibe ni kulung bage ni rawang,,History
360,bocor ban honda kami jadi ne tuse be kami tempel de dak mak mu laus kas di akhi kan payah,,Story/narrative
361,suakhe si malat aku get ti adalahhh suakhe kalak pepujinen me mengkek mengkek ken suakhe ni hadepen ku,,Story/narrative
362,ilmu amin khut pengalaman si ku miliki kane ilmu e malot te tukokh khut sen,,Story/narrative
363,Kaegat aku endak kandu nanti ken Tenggelam bumi de patik piceng ken Daroh ne luar made berhenti Sitok lah nakhi hampir go mati,,History
364,Pengalamen ku ni waktu laus kas wisata ielah ni waktu aku nyelengi deleng dak wayang mantap-mantap ne,,Culture/Tourism
365,"hal-hal si mu mengalihken kesekhiusenku, tentune bage tekhlalu mbuesu tawe, megukhou",,Story/narrative
366,Jibrail menjawab ketike itu ende me kabar enggo ku babe perang sabillah pardu hukum ne soh be sahabat beliau keri ne.,,History
367,anak nggo kase kawin ni pesulak i khang tue ne de lot anak ne lot anak laki,,Culture/Tourism
368,Wahe anak ku sayang tarune supaye mangan meden bersame kite kakanda hasan enggo ni garami lantas semoh be hasan johakhi.,,History
369,Wahe nabi Yullah rasul piatu perintah Allah Tuhan yang satu atas Muhammad rasul ade ne terus be cucu sampe umat ne.,,History
370,kisah adat pemamanen khut kendukhi,,Instructions
371,si paling menakhik ni pertemuen ku khut imbang walaupe 5 menit amin,,History
372,kae-kae plin khase frustasi si kamu alami selame ni bagas geluh mu,,Story/narrative
373,pengalamen ni waktu khaye kumpul keluarge khut sodakhe laus tandang be khumah ninik,,Instructions
374,babe be bengkel ban sebut ban ne ka e masalah honda,,Culture/Tourism
375,Ni bagas cambung enggo nyate pasti begedi me firman rabbul izzati ni lepas ken pandang dengen segere sangat lah gundah rase ate ne,,History
376,de sengkikhe ne aku salah ulang nae Kao peluah Bagas ate dak,,Story/narrative
377,kalak kale dang micin g bone daa idihh lawak ne,,Story/narrative
378,jumpe ni kafe me gedi cakhene kane jumpe,,Story/narrative
379,"ame kembekhahen si metuwe dhebhekhu, siap ngelalo pekhame puhun",,Culture/Tourism
380,pedalanem me belang khut keluarge ni ketambe makhe mangan mengkale bue adi te bon-bon,,History
381,Sabar kao cucuku mude johari isi nurake kemudian wakhi kude si mentar ulang ni pakse mendalawah engko ketike mase,,History
382,kakhene ni anggap khang Indonesia nde membace e malet penting untuk kemajuane,,Story/narrative
383,kane memakek aplikasi nde fape salfo untuk mengurangi pengeluakhen okhang tue,,Story/narrative
384,menukhut mu hal kae plin si paling terbukhuk si mungkin pekhnah tekhajadi ni geluh mu,,Story/narrative
385,saat melakuken kegiaten si Nemu Mahan semangat kite metambah Ndak mebosanken,,Story/narrative
386,aku siap ken dikhi pade pagi wakhi dengan sakhpen pagi bakhu gat belhangket me sekolah,,Instructions
387,"menukhutku Nemu kakhene kite bue sumber daya alam,namun kite kukhang sumber daya manusia",,Culture/Tourism
388,menurut q biase pelin karene ibu kota pindah ni bekas lain Edi me tambah maju Indonesia sendah,,Story/narrative
389,Menyerang kapir enggo lah nyate bertimbun bangke beribu jute ne bertimbun bangke made sedikit setengah luke menanggung sakit.,,History
390,cekhite ken kune budaya mu mempengaruhi atau pe membentuk cakhe mepikekh khut perspektif mu,,Culture/Tourism
391,planjakh hanjakh mebahani bahanan,,Instructions
392,Seluruh laskar pakenen merah tebe padang karbale khoh menjarah ni medan perang soh me pasti sorte ne laskar ne beribu keti,,History
393,"ape kah kau penahk mesolek, kene kae?",apa pernah kau berdandan ? karena apa engkau berdandan,Story/narrative
394,cekhite ken kune kalak si pekhnah mekhe ken pengaruh belin ni bagas geluh mu dan kae sebab ne,,Story/narrative
395,pengalaman terindah ku khut pelatihan aplikasi ikata kakhene ngo aku toh aplikasi ikata mu tukakh ken poin khut pulsa,,Story/narrative
396,lubangi tanah yang nigali setebal 20 cm,,Culture/Tourism
397,ketike mendapetken tanggal gajien sehingge mekhase lebih semangat untuk kaepe,,Story/narrative
398,"kukhangne jeme si jujukh dalam menjabat, kukhang santun Bagas melajani masyarakat",,Story/narrative
399,Aku nemu kehilangen kunci kakhena aku kukhang fokus dengan hal edi sehingge kun ci di nemmu bene,,Instructions
400,de cakhe qu ngatur jadwal e paste Ken be khut kegiatan di lain ne ulang terbentur atau pe ulang lot kegiaten si lain jdi mu kite mengikuti kegiaten si penting plin,,Instructions
401,Ni dukung lascar paduke sultan menuju karbale padang daraten seratus lusin lascar yang garang gagah berani ni medan perang,,History
402,tugas bahani ye sdng lot waktu ee de mlot go peluang ye adi,,Story/narrative
403,apakah kau denoh khut Amek mu?,,Story/narrative
404,"Aku denoh kalihen khut Wak ku ,Wak ku me imbang ku ,Wak ku Kane jeme si nomokh satu si mendukung ku untuk kae pe si ku lakukan,side Kane jeme me paling setie bangku",,Story/narrative
405,"sejak bangsa Indonesia malet memperhatiken Aceh, setelah Edi Aceh mulai melakukan aksi perlawanen melalui sebuah pergerakan",,Story/narrative
406,maso hut rawat ne,,Culture/Tourism
407,"tentang keluakhge, belajakh pemele ken imbang",,Story/narrative
408,pekhistiwe wakhi nde penting kite toh kase kite Ndak ketadingen infokhmasi menggune untuk kite,,Story/narrative
409,"aku senakhen patuh Ken Amek ku,ku gen cekhok ne",,Story/narrative
410,susah,,Story/narrative
411,menukhut ku let omset khut penghasilan tetapne,,Story/narrative
412,si ku dapet pelajaran ni jaman ndube  Edi me tentang ekonomi jaman sendah Edi tantangan si berat ni Indonesia ende,,History
413,"penah, sui ate ku Edi Kase dempik aku, apalagi sikel langakh Honda aaaaa",,Story/narrative
414,kakhene gati khene aku sen ne khut Gati tempuhine aku,,Story/narrative
415,peduli jemen ne ulang Putut si Kase get te klk,,Story/narrative
416,yaedi dengan cakhe melestakhiken bahan alam si lot ni Indonesia,,Story/narrative
417,biasene te amek-amek untuk bergosip,,Culture/Tourism
418,kan dak mungkin gat pecekh ne kite ni hande nu hoo hahahaha lalal,,Instructions
419,petame niat Bagas ate akhi medoe ulang lupe dan semangat,,Instructions
420,Si makhe langin menjawab Kate Aku kabulken kabar dan warte Ate ne senang bukan kepalang Lemah segale sendi dan tulang,,History
421,obama sukses cetak sejakhah bakhu khut gaye pemimpin ne luakh biase denoh khat khakyat,,Instructions
422,"khoh me bengkel honda, sukhuh kalak bengkel si perbaikine",,Culture/Tourism
423,"taboh Hadi pakek ase, kas ne bosih, Kalak jual se pe ganteng",,Story/narrative
424,jam 5 pagi aku go buet untuk sembahyang subuh pul edi bakhu masak untuk mangam pepagi e pul bakhu siap siap untuk laus mebahan,,Instructions
425,malet kutoh masalah Edi,,Culture/Tourism
426,kakhene malet get ate me gukhu ne oye me mata pelajakhen ne,,Story/narrative
427,Wahe kanda ku paduke hadrat ngato ken takal tading sengkeret bekas ku gantung enggo me sekah berguncang rasene negeri makah,,History
428,sakit ne ate khangtue si nge lahekh ken ne,,Culture/Tourism
429,"cekhiteken tentang panganen atope minumen khusus paling nemu dapet kendin,jumpeken ni daekhakh ato negakhe kendin",,Culture/Tourism
430,kakhene materi pelajakhen ne ni pelajakhi dan ni jelasken gukhu,,Story/narrative
431,ni khumah Aisah ngedi bekasne,,History
432,kakhene membaca de me membosan Ken kin te gantung Kalak let sebagian get ate ne membaca let sebagian malet malet gat kekhine malet pet su,,Story/narrative
433,"masyakhakat ne hakhus disipli baik disiplin waktu, lalu lintas , antkhi, khut ngabengken sampah",,Story/narrative
