,Alas,Indo,Domain
299,care Indonesia memenangkan piala dinie Edi me khajin latihaen khut pekatih,,Story/narrative
300,menukhut pendapet mu kune cekhe ne hewan nemu memahami kite waktu nyukhuh ye laus khumah te akhi,,Story/narrative
301,carere budaye mempengaruhi Edi karena bahasa ne,,Culture/Tourism
302,si layakh khut bekhu Dinem karene kejadien mbelin,,History
303,mulai malet nae tekhidah go mulai Bene ni kebiasaaen,,History
304,"imbang si tulus, iye si pot nolong kite saat kite susah oyuk amin pot ngimbangi kite dang kite senang",,Story/narrative
305,bekhusahe bangkit dakhi kesedihen cakhe ne ulang tading ke sembahyang,,Story/narrative
306,"walope ndak lengkap nange, tapi senang aku let tong salah satune",,Story/narrative
307,"yaedi pekhubahen Tek nologi, kakhene semakin maju jaman maka semakin canggih teknologi",,History
308,"pekojeen si aman ndak mbue penangko, ndak mbue kalak si sibuk ngukhusi ukhusen klak lain",,Story/narrative
309,gegakhe hakhte mbue kalak petengkah,,Culture/Tourism
310,gati latihen edi cakhen kane menang piale dunie,,Story/narrative
311,kakhene sebuah kejujukhen e penting sehingge kite toh kae salah te sokhte kukhang te,,Story/narrative
312,kae plin kuliatas jeme pemimpin khumah tengge si hebat,,Story/narrative
313,badan ne mejare bukan kepalang,,History
314,siap ni atur ni bagas padang kiri dan kanan lepas ken pandang mesare gendang tambur angkaten khase tenggelam padang daraten,,History
315,khase nangat metoh de budaye kalak di ni geluhne,,Culture/Tourism
316,khas ato budaye semakin ditandai,,History
317,uwe yeh tekhe naleme sunguh sunguh kae ngat gedi e y sayang,,Story/narrative
318,macam macam nggo kudah ni dunie nde tekhmasuk aplikasi aplikasi nggo canggih khut alat alat khumah tange pe nggo macam macam ku idah,,History
319,"Kalak Putut, Kalak malet Mende pekhasat ne , mbue su gaye",,Story/narrative
320,"mas khomplik si gati terjadi mulai salah pahan,  malet nae buah dalan gat kitepe si khang lot kane dari keluarga si dak pas keluarga di malet tetah",,Story/narrative
321,kae nelem me aku gedi jimu aku oe hei cuvu ne aku oe pagi iye pagi kaus gdi da kine ken me edi nu diu,,Story/narrative
322,mebue baje Qur'an Kane cinte di malet untung ne,,Story/narrative
323,tanem jagung ni lahan si mendene,,Culture/Tourism
324,bahani iye gan ane juga ya gan kalo ada yg tau gak sih tapi kalau gak,,Story/narrative
325,kae pelin hal si kau hakhapken bagas geluhmu ulang sie sie geluh,,Story/narrative
326,Kae pelin si let ni bagas pikekhenmu sendah nde ?,,Story/narrative
327,Suraten edi ie tepati tat kale ni kandung ame ne  siti edi alamat enggo ter tentu racun kho ne dari lain negare,,History
328,zambian ni cabut pule sekali senjati tazem sangat terjadi sambil berkate berhadep-hadep en seng kire kene hilang ingeten,,History
329,"pepagi mangan teraktur,de ndak pot mangan,mesui,intine mulai kheri ne dengan shalat subuh",,Instructions
330,malet pernah ku kunjungi,,Instructions
331,de nggo senati ni jagai pakek gane puket tule,,Culture/Tourism
332,"let pe cakhe petame ne bagas penuanen,siapken penanjak jagung,bibit, khut pupuk kase tembun buah ne,bagas penen jagung kite hakhus siapken tenage mebahan untuk nempuhi se",,Instructions
333,Kuning khut biru bermacam warne pilih to tuan dengen sempurne anak bedio dari empung tenu nen enggo ter su pule di sanan,,History
334,wakhi kebahagiaen ku sehingge aku mekhase oaling baik ni hande,,Story/narrative
335,zenal abidin angkat sekarang,,History
336,langkul dukut sigedang gakhami gembikhi kase let sen,,Instructions
337,kune kau mendapetken kae si kau gakhami?,,Instructions
338,lumayan mantap karene seni ni ande cukup mekembang,,History
339,malet ku toh otak ku dang nge blank aku malet penah ukhusen eno,,Culture/Tourism
340,ni datas kendaraen kude ni belki buwe edi made de kapalang menempuh dalan ie lewati made lah hambe panjangken peri,,History
341,Cekhite tentang kalak kale dak wayang mebantu ne ni bagas sejakhah kakhe ne kalak kale jakhang let kalak bacakh,,History
342,cube me ato ken muhammad ali made lot kidah khaje usalli toh dape laus ne made teridah bhage ken kalak kematenen ayah,,History
343,"te tentang gambakhen  pakeen te ni sehakhi-hakhi e atope pakeen da hayak nggo ni guneken, contohne bage pakeen adat alas",,Culture/Tourism
344,film paling get ate ku film India te khami cekhiteken peran ne pe su,,Story/narrative
345,ni guhe batu mendapet bahaye,,History
346,Nemu mengukhangi jumlah jeme atau jumlah penduduk ne khut Nemu mengukhangi padat ne ni jakarta,,Culture/Tourism
347,"ukokh Ukus khumah,ukokh masih pikikng ,ukhoh masak pokok ne besihi khumah me",,Story/narrative
348,de edi aku kukhang metohhh kayak ne gegakhe kendakhakrn,,History
349,cakhe melastariken budaya daekhah menjaga adat kute,,Culture/Tourism
350,kae plin hal si menukhut nin menjadi penanda penting bagas sejarah manusia dan mengapa,,History
351,Bage belande diee misalne tong let pengaruh ne tebe ne negare kite nde kae sebeb ne gedi karene mbue pemerintah sendah nde si haus akan sen,,History
352,cekhite ken hal kae kae plin si nemu mahan kamu pekhak ni saat kamu bahagie,,Story/narrative
353,sebelum kite milih kae pe edi hakhus kite pikekhken lebe mende mende kane dak lot penyesalen kite ne mase depan,,Story/narrative
354,"de let imbangmu Mido kau untuk nyimpan khase si kau khase malet nyaman untuk ni simpan, kae si kau lakuken?",,Story/narrative
355,"buwet sampah Aqua si malet pakek , tekhus di gune Ken tule bahani jadi bunge",,Story/narrative
356,dhari bagas telage api sedang menyalene lalu ni tempi tebe padang karbale,,History
357,jeneng jeneng ye gat kene tembak tas ikukh ne gat bulak ye mate sogop ye gt,,History
358,Dengen pahlawan kapir Yahudi petep bercere tulan khut sendi tangkap menangkap kiri dan kanan begedi me kabar Kalak mengarang,,History
359,ulng gt si tangkang mu eee ko tukhutii nak Edi Mak Ngin ne di,,Story/narrative
360,letun letun letune khut Amek mu khut khamkh mu,,Story/narrative
361,Mate lah kapir beribu jute Begedi me konon Kate cerite Kapir pe tangis ter edan ean Perang menjadi enggo ni padan,,History
362,bekhu khalak mejile ku silengngi medecek pepehne,,Story/narrative
363,makanen ne akhus sedap khut menimati tempat ne,,Story/narrative
364,"acakhe petame ne ngampeken, pul edie mekhadat, bagas Edie kite hakhus siapken tanggal si pas ne untuk acakhe pernikahen ne",,Instructions
365,atukh Pelin ikuti kae kate ate te bahan targetne nggo Edi oelin,,Instructions
366,ni kepung laskar khaje johari,,History
367,"babe me bengkel kalak bengkel ngecek se, setiap bulan sekali",,Instructions
368,malet kutoh malet edi tanyak lah ne kalak si ukhok ne oasti iye oe ukhok ngat di naxak edi hsg,,Culture/Tourism
369,"sebhab keukhoken kite ni hadhi,kite mekhase menekhusken kae si nggo tekhtanem bhagas dikhi",,Story/narrative
370,malet nae khayak dapet sen seo nagat gane nde nage aku me oe heio yes pe oagi aku laus iye pe,,Story/narrative
371,kae plin hal si menukhut anda menjadi pekhubahen belin bagas sejakhah manusie khut kune?,,History
372,hal si ku impeken bongi nde aku bahagie dapet sen mbue ibadah ku meningkat patuh me kedue khang tue ku,,Story/narrative
373,suakhe-suakhe kae plin si kau nagati?,,Story/narrative
374,aku pe jile ate te kae sukun amek ku pet aku,,Story/narrative
375,ceriteken pekhan Bagas membentuk sejakhah daekha mu?,,History
376,de payah medem biase ne aku mangan tekhus nonton film drama khut nggek ku,,Story/narrative
377,Pitu kali kapir silih berganti Perang ne belun made ter peri Kapir pe made dapet balesen Ni bunuh oleh putra ne hasan,,History
378,mekhate susah dengen dukene,,History
379,tanam ken sikap peduli me kalak de kite pe malet peduli me kalak gedi iye pe bante,,Story/narrative
380,khibut khu bekhu dak cocok khut tetante harus semangat gakhami khejeki ulang pelin minum kopi kane semangat okhang kite dab kite khakhus tangung jawab ulang dak tangung jawab kane selamat kekhine kaesi malotpe gat lot jadine,,Story/narrative
381,aku ni khumah gati ku tempuh amek ku mbasuh pingan,,Story/narrative
382,"de go iye gile ulang kite pe gile,go di iye plin",,Story/narrative
383,te misal ne kamu berbelanja ni pasakh kae kae plin kelebihen ne dakhi Alfamart,,Story/narrative
384,ni pukul segere tambur angkaten khase ne tenggelam tanoh daraten tambur mesare berbilang langkah-langkah ni ayun hulu balang,,History
385,guhe tertutup enggolah rapet,,History
386,ni saat iye mekhe belanje khumah khut menuntun bekhu ne,,Story/narrative
387,ulng ko pandang bintang khut bulan sengkikhene Kao telajak ni hangat,,Story/narrative
388,Duwe tahun telu bulan made lah dekat enem puluh telu tahun ie meme rintah,,History
389,Tekhus Si Layakh memake uwis edi dage,,Culture/Tourism
390,"pandangan ku mengenai bagi-bagi kate sandi sosial media malet etis,walaupe me pasangen,sebab setiap manusie lot privasi masing-masing",,Story/narrative
391,cekhiteken tentang pengalamrn kenin mengguneken aplikasi nde,,Story/narrative
392,takhta kerajaen bagas kari'ah,,History
393,"laus me lantas,babe berkas si ni pekhluken, soh adih sebut me kalak adi e ngo gedi khuti ujien kae si ni kheken kalak polisi e",,Instructions
394,"kune kalak get me sesuatu makanen, cube be jelasken?",,Instructions
395,bue cakha untuk mecerikhite menakhi jeme untuk jumpe khut khalak bakhu misalne cekhite ni kute khalak,,Story/narrative
396,malet Nemu tukhor malet me sen darami be,,Story/narrative
397,kune gat nemu kamu lakuken ketike nangat menginstal aplikasi bakhu ni handphone mu,,Instructions
398,Ni tengah halamen enggo sampe sudah Sambil me pantun mekhate gundah Bunge beringin ni laut nuzum Ame met segere meminum racun,,History
399,Kakhene pekhan pendidiken khut pembelajakhen bagas sejakhah kute khut negakhe dak wayang mantap ne,,History
400,tapi hambe aminlah sekalak jeme ahli nujum si mendapetken wasiat akhi ninik moyang kite,,Culture/Tourism
401,uweeyeh yang akan kau lakukan pisah sambut tahun berapa lama waktu yang lama bun,,Story/narrative
402,ndak khianat satu khut lain ne,,Instructions
403,batu endak dapet nange ni bukai,,History
404,"hal si paling ku suke yaedi bekhagamne budaye ni Bagas Indonesia nde bekhagam suku budaye tetapi tetap satu Bagas Indonesia nde, sifat saling mengha",,Culture/Tourism
405,nukokh khumah kite si kite ingin Ken kite akhus Memilih dape si Mahan kite nyaman untuk tading,,Instructions
406,"salah satu hal si get ate ku tebeken daekhah ku, ketike let secakhe koje pemamanen khut antat takhuh",,Culture/Tourism
407,baginde memancung kanan dan kiri perang ne belin made terperi,,History
408,cakhe ku bantu Kalak kase ulang iye mekhase pamkhih ulang toh ne kite mekhe bantuen Bane cukup kite khut tuhan plin metoh se,,Instructions
409,"aku sangat bahagie apabile imbang membagi makanen ato pe leloen, kakhene edi bagien dakhi kebaiken",,Story/narrative
410,"kombinasi khase kae si get ate mu, dan cube jelas ken kae sebab ne gat khase edi taboh kamu khase",,Story/narrative
411,kae sendah masih mu mekhobah dak kisah bage biase ne,,Story/narrative
412,Hal si paling mengganggu ku adalah tekite aku belajakh kalak ganggu aku sehingge kefokusen ku mlt,,Story/narrative
413,kune khase ne cinte dan kasih sayang berperan ni bagas geluh mu,,Story/narrative
414,kakhene ngo was ate ne kene bahan kalak e,,Story/narrative
415,dengan cakhe mengguneken aplikasi WhatsApp pe Nemu lewat Instagram pe Nemu Hadi mu berkomunikasi jakhak ndauh,,Story/narrative
416,Kekhajinen ni kas ku nde si paling bue ielah piso edi dak wayang bue bue ni daekhah ku nde plin-plin ni perjual belin ken ni hande,,Culture/Tourism
417,cube jelas ken kune cakhe ne tercepat untuk gekhe soh be pantai,,Instructions
418,Yatim piatu petang dan pagi mabuk me cinte made se bagi ali akbar gelar ne nyate kude ni palu ken ber lari rate,,History
419,"kesibukenku ni waktu pudhi-pudhi nde mbue kane, mahani empus, nuan jagung, ngukhus kuliah","kesibukan ku,belakangan ini agak bayak berkerja di,kebun nanam jagung,ngurus kuliah",Story/narrative
420,kakhene si nagat iye nggo tercapae e kane bahan iye bahagie,,Story/narrative
421,pkhoses bekekhja kakhene Tampa lot pekhoses kekhja maka malet lot hasilne,,Story/narrative
422,malet nge aku kawin malet aku toh masalah edi ne dekah tong aku mekhumah tangge,,Story/narrative
423,"te mahani hal si malot penah aku lakuken, tentune mahani se jahanjakh kalihen, khut kusungkuni lebhe bhe kalak si metoh kane ulang salah pekojanen",,Instructions
424,ni datasken deraen paduke sultan,,History
425,laus to kau bedih mak polu pe kau no da akhh,,History
426,jinto motokh dakhami dalan si malet macet,,Instructions
427,Nemu ni pake geluh ni mati pemekhe nenek ku rasul yang sakti tebe cucune dengan segere  ne mengket to kendin tebe Ka'bah de,,History
428,kae kane Kalak dhi ngateken si nyenangken?,,Story/narrative
429,"gambakhken ilkim bidaye, sosial ayau politik dakhi satu pekhiode watu aku kukhang paham deckk",,History
430,utusen medalan babeken surat,,History
431,malet pernah ku ida,,Culture/Tourism
432,tuhu bg kandu dak bue bage ni khimah kite nde go let janda pirang,,Story/narrative
433,si menarik minat ku kakhe aku get ate ku sebuah tantangen ni bagas geluh ku,,Story/narrative
434,cube jelas ken kune cakhe mu kase gekhe nemu laus be pantai ter denoh ni daekhah mu,,Instructions
435,sangat sulit kakhene suami bekhtangung jawab atas kehidupen dunie akhirat bekhune,,Story/narrative
436,de kite sikel bahan proyek mbelin Kane dana te cukup kite pastiken be kae-kae plin si ni poluken untuk proyek si kite bahani Kane dana ne mencukupi ulang nahan sen pe khehi proyek pe Ndak jadi,,Instructions
437,pengalamen ni waktu khaye kumpul keluarge khut sodakhe laus tandang be khumah ninik,,Instructions
438,karene sayurh taboh untuk imbang numbal khut sayur Edi gijine khayak untuk daging kite,,Story/narrative
439,"Selame telu wakhi se engo pekhistiwe keji edi sohlah Pengulu Mude me tanoh Natam, te mencekhiteken pekhistiwe tekhagedis si iye kakhang sendikhi tentang Si Layakh, bahwe mame ne tekhbunuh oleh sebuah khimo si ganas kalihen ni pekhbatasen khut tanoh gayo",,Culture/Tourism
440,sengkire made engko ciduh ken kerine kendin aku habis ken ukhoh ne kao bermain madah ate ku sakit nyate lah sudah,,History
441,ape Ari mekutoh aku mange soh besi pikirenkubpe,,History
442,tangan mu petep nyatelah sudah ni datas gajah tading sebelah,,History
443,khaene ninik khut khusu,,History
444,si get ate ku mangan minum si malet get ate ku mebahan,,Story/narrative
445,malet ku paang pengat ahahahh sebab nggo bage hantu di,,Story/narrative
446,tetap bersyukukh dan pelajakhi kae si nggo kite dapet ni mase lampau,,History
447,Ni kepung ne husin bersame same pedang tazem de engko terime mate sakit made terperi enggo endak  dapet me keras hati,,History
448,Namun iye malot me cekhite ken tebe sang khaje bahwe Si Layakh khut khut  ne me belangkejekhen,,Culture/Tourism
449,khencane ku khut pasangenku kune kase hubungen kami khoh akur ne kune kase hubungen kami khoh erat ne dengan cakhe saling terbuka satu sama lain,,Story/narrative
450,cube jelas ken kune cakhe mu menggambakh ken aplikasi si kamu guneken nde,,Story/narrative
451,nemukin kendin bahas gune musik khut Seni ni adat atau praktek si unik,,Culture/Tourism
452,kakhene males sen jeme si hanyak ne ni Indonesia de,,Story/narrative
453,malet penah nge ku ge v diiii jadi aku kukhang paham maff nuuu guysss kuu,,Story/narrative
454,ni perikse istana jauh dan jarak,,History
455,gedi me si ku senangi aku mu menentuken kae si ku pot,,Story/narrative
456,Hasan menentang tebe saudare ne hilang me pikeren Husin baginde sambung berpaling tandok ni puter timai Kao enggi mu ni Padang mashar,,History
457,aku nde sedang dalam proses INSYAALLAH atas ijin tuhan te kae si kucapai terjadi jak akhi,,Story/narrative
458,uwe tekhe pe sah tekhe kokao senang ano natemu geluh,,History
459,"kelebihen ku adalah nemu berlomba-lomba dalam hal akademik, jujukh sehingge kalak pecaye mangku, disiplin, mlt nemu ni akali kalak",,Story/narrative
460,gegakhe ulah ku Mahani buku diye Edi gak ku mahanse,,Story/narrative
461,cakhe kite sebagei khangtue bagas membesar kan anak kite hakhus mendidik iye tentang agame sulaye ukhok membede ken dalp,,Instructions
462,bage tari en Belo mesusun si dilakuken anak muda sendah,,Culture/Tourism
463,aku buke aplikasi email hati hati ku pastiken hanjakh hanjakh ku ulangi,aku buka aplikasi E-mail hati hati ku pastikan pelan-pelan ku ulangi,Instructions
